Domain, V4_m1, V5_m1, V6_m1, V9_m1, V10_m1, V11_m1, V12_m1, V13_m1, V14_m1,,,,,
2.9997,1.01687611456,1.01877147392,1.06918864956,1.05352889214,1.04885483937,1.05542499899,1.05426218604,1.049314187,1.03360639806,,,,,
3.016365,1.01687603253,1.01877140481,1.06918880002,1.05352952437,1.04885538596,1.05542531233,1.05426243232,1.04931457641,1.0336068844,,,,,
3.03303,1.01687618102,1.01877148722,1.06918860997,1.053528986,1.04885481947,1.05542497296,1.05426205755,1.04931419895,1.03360608799,,,,,
3.049695,1.01687611466,1.01877147399,1.06918864962,1.05352889222,1.04885483965,1.05542499925,1.05426218624,1.04931418717,1.03360639813,,,,,
3.06636,1.01687603262,1.01877140487,1.06918880009,1.05352952445,1.04885538623,1.05542531258,1.05426243251,1.04931457658,1.03360688446,,,,,
3.083025,1.01687618112,1.01877148728,1.06918861003,1.05352898607,1.04885481973,1.05542497321,1.05426205774,1.04931419911,1.03360608804,,,,,
3.09969,1.01687611476,1.01877147406,1.06918864968,1.0535288923,1.04885483993,1.05542499951,1.05426218642,1.04931418733,1.03360639819,,,,,
3.116355,1.01687603272,1.01877140493,1.06918880014,1.05352952452,1.0488553865,1.05542531283,1.05426243269,1.04931457673,1.03360688451,,,,,
3.13302,1.01687618121,1.01877148734,1.06918861009,1.05352898613,1.04885481999,1.05542497346,1.05426205792,1.04931419927,1.03360608808,,,,,
3.149685,1.01687611485,1.01877147412,1.06918864974,1.05352889238,1.04885484019,1.05542499976,1.0542621866,1.04931418748,1.03360639823,,,,,
3.16635,1.01687603281,1.01877140499,1.0691888002,1.05352952459,1.04885538675,1.05542531307,1.05426243286,1.04931457688,1.03360688455,,,,,
3.183015,1.0168761813,1.0187714874,1.06918861015,1.0535289862,1.04885482024,1.05542497369,1.05426205808,1.04931419941,1.03360608812,,,,,
3.19968,1.01687611494,1.01877147418,1.0691886498,1.05352889246,1.04885484044,1.05542499999,1.05426218676,1.04931418762,1.03360639827,,,,,
3.216345,1.0168760329,1.01877140505,1.06918880026,1.05352952466,1.04885538699,1.0554253133,1.05426243302,1.04931457701,1.03360688458,,,,,
3.23301,1.01687618139,1.01877148746,1.0691886102,1.05352898627,1.04885482047,1.05542497391,1.05426205824,1.04931419954,1.03360608814,,,,,
3.249675,1.01687611503,1.01877147424,1.06918864985,1.05352889253,1.04885484069,1.05542500022,1.05426218692,1.04931418775,1.0336063983,,,,,
3.26634,1.01687603299,1.01877140511,1.06918880031,1.05352952473,1.04885538722,1.05542531352,1.05426243318,1.04931457714,1.03360688461,,,,,
3.283005,1.01687618147,1.01877148751,1.06918861025,1.05352898633,1.0488548207,1.05542497413,1.05426205839,1.04931419966,1.03360608816,,,,,
3.29967,1.01687611512,1.01877147429,1.0691886499,1.05352889261,1.04885484092,1.05542500044,1.05426218707,1.04931418787,1.03360639833,,,,,
3.316335,1.01687603307,1.01877140516,1.06918880036,1.05352952479,1.04885538745,1.05542531373,1.05426243332,1.04931457726,1.03360688462,,,,,
3.333,1.01687618156,1.01877148757,1.0691886103,1.05352898639,1.04885482092,1.05542497434,1.05426205854,1.04931419977,1.03360608817,,,,,
3.349665,1.0168761152,1.01877147435,1.06918864995,1.05352889268,1.04885484114,1.05542500065,1.05426218722,1.04931418799,1.03360639835,,,,,
3.36633,1.01687603315,1.01877140521,1.06918880041,1.05352952485,1.04885538766,1.05542531394,1.05426243346,1.04931457736,1.03360688464,,,,,
3.382995,1.01687618164,1.01877148762,1.06918861035,1.05352898645,1.04885482112,1.05542497454,1.05426205867,1.04931419988,1.03360608818,,,,,
3.39966,1.01687611528,1.0187714744,1.06918865,1.05352889274,1.04885484136,1.05542500085,1.05426218735,1.04931418809,1.03360639836,,,,,
3.416325,1.01687603323,1.01877140526,1.06918880045,1.05352952492,1.04885538787,1.05542531413,1.0542624336,1.04931457747,1.03360688464,,,,,
3.43299,1.01687618171,1.01877148767,1.0691886104,1.0535289865,1.04885482133,1.05542497473,1.05426205881,1.04931419998,1.03360608818,,,,,
3.449655,1.01687611536,1.01877147445,1.06918865005,1.05352889281,1.04885484157,1.05542500104,1.05426218748,1.04931418819,1.03360639837,,,,,
3.46632,1.0168760333,1.01877140531,1.0691888005,1.05352952498,1.04885538807,1.05542531432,1.05426243372,1.04931457756,1.03360688464,,,,,
3.482985,1.01687618179,1.01877148771,1.06918861045,1.05352898656,1.04885482152,1.05542497491,1.05426205893,1.04931420007,1.03360608818,,,,,
3.49965,1.01687611544,1.0187714745,1.06918865009,1.05352889288,1.04885484177,1.05542500123,1.05426218761,1.04931418828,1.03360639837,,,,,
3.516315,1.01687603338,1.01877140536,1.06918880054,1.05352952503,1.04885538826,1.0554253145,1.05426243384,1.04931457765,1.03360688464,,,,,
3.53298,1.01687618186,1.01877148776,1.06918861049,1.05352898662,1.0488548217,1.05542497509,1.05426205905,1.04931420015,1.03360608818,,,,,
3.549645,1.01687611551,1.01877147455,1.06918865014,1.05352889294,1.04885484196,1.0554250014,1.05426218773,1.04931418837,1.03360639837,,,,,
3.56631,1.01687603345,1.0187714054,1.06918880059,1.05352952509,1.04885538844,1.05542531467,1.05426243396,1.04931457773,1.03360688464,,,,,
3.582975,1.01687618193,1.0187714878,1.06918861053,1.05352898667,1.04885482188,1.05542497525,1.05426205916,1.04931420023,1.03360608817,,,,,
3.59964,1.01687611558,1.01877147459,1.06918865018,1.053528893,1.04885484214,1.05542500157,1.05426218784,1.04931418844,1.03360639836,,,,,
3.616305,1.01687603352,1.01877140544,1.06918880063,1.05352952515,1.04885538861,1.05542531483,1.05426243407,1.0493145778,1.03360688463,,,,,
3.63297,1.016876182,1.01877148785,1.06918861057,1.05352898672,1.04885482205,1.05542497542,1.05426205927,1.04931420031,1.03360608816,,,,,
3.649635,1.01687611565,1.01877147463,1.06918865022,1.05352889306,1.04885484232,1.05542500174,1.05426218795,1.04931418852,1.03360639836,,,,,
3.6663,1.01687603358,1.01877140549,1.06918880067,1.0535295252,1.04885538878,1.05542531499,1.05426243417,1.04931457787,1.03360688462,,,,,
3.682965,1.01687618206,1.01877148789,1.06918861061,1.05352898677,1.04885482222,1.05542497557,1.05426205937,1.04931420038,1.03360608814,,,,,
3.69963,1.01687611572,1.01877147468,1.06918865026,1.05352889312,1.04885484249,1.0554250019,1.05426218805,1.04931418859,1.03360639835,,,,,
3.716295,1.01687603365,1.01877140553,1.06918880071,1.05352952525,1.04885538894,1.05542531515,1.05426243427,1.04931457794,1.0336068846,,,,,
3.73296,1.01687618213,1.01877148793,1.06918861065,1.05352898682,1.04885482237,1.05542497572,1.05426205947,1.04931420044,1.03360608812,,,,,
3.749625,1.01687611579,1.01877147472,1.0691886503,1.05352889317,1.04885484265,1.05542500205,1.05426218815,1.04931418865,1.03360639833,,,,,
3.76629,1.01687603371,1.01877140557,1.06918880074,1.0535295253,1.0488553891,1.05542531529,1.05426243437,1.049314578,1.03360688459,,,,,
3.782955,1.01687618219,1.01877148797,1.06918861069,1.05352898687,1.04885482252,1.05542497586,1.05426205957,1.0493142005,1.03360608811,,,,,
3.79962,1.01687611585,1.01877147476,1.06918865034,1.05352889323,1.0488548428,1.05542500219,1.05426218824,1.04931418871,1.03360639832,,,,,
3.816285,1.01687603377,1.0187714056,1.06918880078,1.05352952535,1.04885538925,1.05542531543,1.05426243446,1.04931457806,1.03360688457,,,,,
3.83295,1.01687618225,1.018771488,1.06918861073,1.05352898691,1.04885482267,1.055424976,1.05426205966,1.04931420055,1.03360608809,,,,,
3.849615,1.01687611591,1.0187714748,1.06918865038,1.05352889328,1.04885484295,1.05542500233,1.05426218833,1.04931418877,1.03360639831,,,,,
3.86628,1.01687603383,1.01877140564,1.06918880082,1.0535295254,1.04885538939,1.05542531557,1.05426243455,1.04931457811,1.03360688455,,,,,
3.882945,1.01687618231,1.01877148804,1.06918861076,1.05352898696,1.04885482281,1.05542497613,1.05426205974,1.04931420061,1.03360608806,,,,,
3.89961,1.01687611597,1.01877147483,1.06918865041,1.05352889334,1.0488548431,1.05542500246,1.05426218842,1.04931418882,1.03360639829,,,,,
3.916275,1.01687603389,1.01877140568,1.06918880085,1.05352952545,1.04885538953,1.0554253157,1.05426243463,1.04931457816,1.03360688453,,,,,
3.93294,1.01687618237,1.01877148808,1.0691886108,1.053528987,1.04885482294,1.05542497626,1.05426205982,1.04931420065,1.03360608804,,,,,
3.949605,1.01687611603,1.01877147487,1.06918865044,1.05352889339,1.04885484324,1.05542500259,1.0542621885,1.04931418886,1.03360639827,,,,,
3.96627,1.01687603395,1.01877140571,1.06918880088,1.05352952549,1.04885538966,1.05542531582,1.05426243471,1.0493145782,1.03360688451,,,,,
3.982935,1.01687618242,1.01877148811,1.06918861083,1.05352898704,1.04885482307,1.05542497638,1.0542620599,1.0493142007,1.03360608802,,,,,
3.9996,1.01687611609,1.01877147491,1.06918865048,1.05352889344,1.04885484337,1.05542500272,1.05426218858,1.04931418891,1.03360639825,,,,,
4.016265,1.016876034,1.01877140574,1.06918880092,1.05352952554,1.04885538979,1.05542531594,1.05426243479,1.04931457825,1.03360688448,,,,,
4.03293,1.01687618248,1.01877148814,1.06918861086,1.05352898709,1.04885482319,1.0554249765,1.05426205998,1.04931420074,1.03360608799,,,,,
4.049595,1.01687611615,1.01877147494,1.06918865051,1.05352889348,1.0488548435,1.05542500283,1.05426218865,1.04931418895,1.03360639823,,,,,
4.06626,1.01687603406,1.01877140578,1.06918880095,1.05352952558,1.04885538991,1.05542531605,1.05426243486,1.04931457828,1.03360688446,,,,,
4.082925,1.01687618253,1.01877148818,1.06918861089,1.05352898713,1.04885482331,1.05542497661,1.05426206005,1.04931420078,1.03360608797,,,,,
4.09959,1.0168761162,1.01877147497,1.06918865054,1.05352889353,1.04885484362,1.05542500295,1.05426218873,1.04931418899,1.03360639821,,,,,
4.116255,1.01687603411,1.01877140581,1.06918880098,1.05352952562,1.04885539003,1.05542531616,1.05426243493,1.04931457832,1.03360688444,,,,,
4.13292,1.01687618258,1.01877148821,1.06918861092,1.05352898717,1.04885482343,1.05542497672,1.05426206012,1.04931420081,1.03360608794,,,,,
4.149585,1.01687611625,1.01877147501,1.06918865057,1.05352889358,1.04885484374,1.05542500306,1.05426218879,1.04931418903,1.03360639819,,,,,
4.16625,1.01687603416,1.01877140584,1.06918880101,1.05352952566,1.04885539014,1.05542531627,1.05426243499,1.04931457836,1.03360688441,,,,,
